2026-02-25 09:35:02,333 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=%D0%9D%D0%BE%D0%B2%D0%BE%D0%B5+%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%2C+%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C&format=json&limit=1&accept-language=ru
2026-02-25 09:54:37,723 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=9-%D0%B9+%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B0%D0%BB%2C+%D0%A1%D0%B0%D0%BC%D0%B0%D1%80%D0%B0&format=json&limit=1&accept-language=ru
2026-02-25 10:05:45,565 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /osm/tools/overpass/api/interpreter
2026-02-25 10:05:46,010 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /1.x/?apikey=e27943f8-c65f-4361-8c7c-780e1bef1f63&geocode=%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%2C+%D0%9A%D0%BE%D1%80%D0%B4%D0%BD%D1%8B%D0%B9&format=json&results=5&ll=73.446292%2C54.960824&spn=0.015%2C0.015
2026-02-25 10:08:42,270 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /sparql?query=%0A++++SELECT+%3Fpop+WHERE+%7B%0A++++++%3Fcity+rdfs%3Alabel+%22%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2-%D0%BD%D0%B0-%D0%94%D0%BE%D0%BD%D1%83%22%40ru+.%0A++++++%3Fcity+wdt%3AP1082+%3Fpop+.%0A++++%7D+ORDER+BY+DESC%28%3Fpop%29+LIMIT+1%0A++++&format=json
2026-02-25 10:18:24,662 [INFO] urbanpulse — Пропуск мета-зоны: городской округ Астрахань (admin=6)
2026-02-25 14:10:59,657 [WARNING] urbanpulse — rev_ya вернул None для центра города. Проверьте ключ Яндекс API. Используем Nominatim.
2026-02-25 14:18:29,058 [INFO] urbanpulse — Не город: мыс Старицкого (0 зданий, 8.8км)
2026-02-25 14:18:29,553 [INFO] urbanpulse — Не город: мыс Басаргина (8 зданий, 9.0км)
2026-02-25 14:18:30,422 [INFO] urbanpulse — Не город: мыс Польза (1 зданий, 8.0км)
2026-02-25 14:18:30,578 [INFO] urbanpulse — Не город: мыс Елагина (9 зданий, 7.5км)
2026-02-25 14:18:31,578 [INFO] urbanpulse — Не город: мыс Безымянный (0 зданий, 6.5км)
2026-02-25 14:18:33,121 [INFO] urbanpulse — Не город: мыс Балка (0 зданий, 9.8км)
2026-02-25 14:18:35,124 [INFO] urbanpulse — Не город: мыс Новосильского (3 зданий, 6.6км)
2026-02-25 14:18:38,779 [INFO] urbanpulse — Не город: мыс Доронина (9 зданий, 8.7км)
2026-02-25 14:18:39,246 [INFO] urbanpulse — Не город: мыс Мушкетова (4 зданий, 12.0км)
2026-02-25 14:18:39,766 [INFO] urbanpulse — Не город: мыс 1-й Утёс (0 зданий, 7.5км)
2026-02-25 14:20:25,825 [WARNING] urbanpulse — Яндекс reverse: 403 Forbidden
2026-02-25 14:20:25,827 [WARNING] urbanpulse — rev_ya вернул None для центра города. Проверьте ключ Яндекс API. Используем Nominatim.
2026-02-25 14:27:58,560 [INFO] urbanpulse — Не город: Агурские водопады (2 зданий, 9.3км)
2026-02-25 14:27:59,061 [INFO] urbanpulse — Не город: Сарай (2 зданий, 8.5км)
2026-02-25 14:27:59,572 [INFO] urbanpulse — Не город: Этнографический комплекс "Вольница (7 зданий, 11.3км)
2026-02-25 14:29:57,459 [WARNING] urbanpulse — Яндекс reverse: 403 Forbidden
2026-02-25 14:29:57,460 [WARNING] urbanpulse — rev_ya вернул None для центра города. Проверьте ключ Яндекс API. Используем Nominatim.
2026-02-25 14:36:52,394 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=2-%D0%B9+%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B0%D0%BB%2C+%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA&format=json&limit=1&accept-language=ru
2026-02-25 14:38:07,497 [INFO] urbanpulse — Не город: разъезд Ельцовский (0 зданий, 7.6км)
2026-02-26 10:57:31,547 [INFO] urbanpulse — Не город: 1-ая Мельница (6 зданий, 11.4км)
2026-02-26 10:58:01,614 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectTimeoutError(<HTTPSConnection(host='overpass.openstreetmap.ru', port=443) at 0x130edf390>, 'Connection to overpass.openstreetmap.ru timed out. (connect timeout=20)')': /api/interpreter
2026-02-26 10:58:23,629 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectTimeoutError(<HTTPSConnection(host='overpass.openstreetmap.ru', port=443) at 0x130edfb10>, 'Connection to overpass.openstreetmap.ru timed out. (connect timeout=20)')': /api/interpreter
2026-02-26 10:58:47,654 [WARNING] urllib3.connectionpool — Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectTimeoutError(<HTTPSConnection(host='overpass.openstreetmap.ru', port=443) at 0x1100534d0>, 'Connection to overpass.openstreetmap.ru timed out. (connect timeout=20)')': /api/interpreter
2026-02-26 11:05:22,552 [INFO] urbanpulse — Не город: мыс Старицкого (0 зданий, 8.8км)
2026-02-26 11:05:23,134 [INFO] urbanpulse — Не город: мыс Басаргина (8 зданий, 9.0км)
2026-02-26 11:05:23,664 [INFO] urbanpulse — Не город: мыс Польза (1 зданий, 8.0км)
2026-02-26 11:05:24,020 [INFO] urbanpulse — Не город: мыс Елагина (9 зданий, 7.5км)
2026-02-26 11:05:24,961 [INFO] urbanpulse — Не город: мыс Безымянный (0 зданий, 6.5км)
2026-02-26 11:05:26,497 [INFO] urbanpulse — Не город: мыс Балка (0 зданий, 9.8км)
2026-02-26 11:05:28,671 [INFO] urbanpulse — Не город: мыс Новосильского (3 зданий, 6.6км)
2026-02-26 11:05:32,699 [INFO] urbanpulse — Не город: мыс Доронина (9 зданий, 8.7км)
2026-02-26 11:05:33,262 [INFO] urbanpulse — Не город: мыс Мушкетова (4 зданий, 12.0км)
2026-02-26 11:05:33,689 [INFO] urbanpulse — Не город: мыс 1-й Утёс (0 зданий, 7.5км)
2026-02-26 11:08:25,922 [INFO] urbanpulse — Не город: Змейка (0 зданий, 9.4км)
2026-02-26 11:08:26,432 [INFO] urbanpulse — Не город: Хостинский (0 зданий, 9.1км)
2026-02-26 11:08:27,469 [INFO] urbanpulse — Не город: Агурские водопады (2 зданий, 9.3км)
2026-02-26 11:10:42,647 [INFO] urbanpulse — Не город: Детская площадка (0 зданий, 7.7км)
2026-02-26 11:15:53,511 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:15:54,035 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:15:54,288 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:15:54,537 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-26 11:17:22,240 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:22,432 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:22,448 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:22,584 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:22,587 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:22,701 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:22,708 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:22,834 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:22,837 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:22,947 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:22,957 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:23,077 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:23,080 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:23,329 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:23,954 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:24,305 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-26 11:17:33,600 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:33,822 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:33,838 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:33,977 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:33,980 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:34,374 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:34,388 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:34,523 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:34,527 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:34,648 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:34,650 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:34,760 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:34,763 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:34,870 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:34,873 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:34,983 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:34,986 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:35,093 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:35,097 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:17:35,224 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:17:35,268 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='maps.mail.ru', port=443): Failed to resolve 'maps.mail.ru' ([Errno 8] nodename nor servname provided, or not known)")': /osm/tools/overpass/api/interpreter
2026-02-26 11:17:37,274 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='maps.mail.ru', port=443): Failed to resolve 'maps.mail.ru' ([Errno 8] nodename nor servname provided, or not known)")': /osm/tools/overpass/api/interpreter
2026-02-26 11:17:41,287 [WARNING] urllib3.connectionpool — Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='maps.mail.ru', port=443): Failed to resolve 'maps.mail.ru' ([Errno 8] nodename nor servname provided, or not known)")': /osm/tools/overpass/api/interpreter
2026-02-26 11:17:41,305 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='overpass.openstreetmap.ru', port=443): Failed to resolve 'overpass.openstreetmap.ru' ([Errno 8] nodename nor servname provided, or not known)")': /api/interpreter
2026-02-26 11:17:43,311 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='overpass.openstreetmap.ru', port=443): Failed to resolve 'overpass.openstreetmap.ru' ([Errno 8] nodename nor servname provided, or not known)")': /api/interpreter
2026-02-26 11:19:02,359 [WARNING] urllib3.connectionpool — Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectTimeoutError(<HTTPSConnection(host='overpass.openstreetmap.ru', port=443) at 0x117ba2e90>, 'Connection to overpass.openstreetmap.ru timed out. (connect timeout=90)')': /api/interpreter
2026-02-26 11:21:29,359 [INFO] urbanpulse — Не город: мыс Старицкого (0 зданий, 8.8км)
2026-02-26 11:21:29,528 [INFO] urbanpulse — Не город: мыс Басаргина (8 зданий, 9.0км)
2026-02-26 11:21:30,027 [INFO] urbanpulse — Не город: мыс Польза (1 зданий, 8.0км)
2026-02-26 11:21:30,561 [INFO] urbanpulse — Не город: мыс Елагина (9 зданий, 7.5км)
2026-02-26 11:21:31,544 [INFO] urbanpulse — Не город: мыс Безымянный (0 зданий, 6.5км)
2026-02-26 11:21:33,123 [INFO] urbanpulse — Не город: мыс Балка (0 зданий, 9.8км)
2026-02-26 11:21:35,102 [INFO] urbanpulse — Не город: мыс Новосильского (3 зданий, 6.6км)
2026-02-26 11:21:39,593 [INFO] urbanpulse — Не город: мыс Доронина (9 зданий, 8.7км)
2026-02-26 11:21:40,120 [INFO] urbanpulse — Не город: мыс Мушкетова (4 зданий, 12.0км)
2026-02-26 11:21:40,680 [INFO] urbanpulse — Не город: мыс 1-й Утёс (0 зданий, 7.5км)
2026-02-26 11:23:13,255 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 11:23:13,450 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:23:13,710 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 11:23:13,979 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-26 11:27:46,847 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError("HTTPConnection(host='localhost', port=55721): Failed to establish a new connection: [Errno 61] Connection refused")': /session/88c98512959100eaa11a25e411f5ca3c
2026-02-26 11:27:46,914 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError("HTTPConnection(host='localhost', port=55721): Failed to establish a new connection: [Errno 61] Connection refused")': /session/88c98512959100eaa11a25e411f5ca3c
2026-02-26 11:27:46,920 [WARNING] urllib3.connectionpool — Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError("HTTPConnection(host='localhost', port=55721): Failed to establish a new connection: [Errno 61] Connection refused")': /session/88c98512959100eaa11a25e411f5ca3c
2026-02-26 12:31:01,724 [WARNING] urbanpulse — Яндекс reverse: 403 Forbidden
2026-02-26 12:31:01,725 [WARNING] urbanpulse — rev_ya вернул None для центра города. Проверьте ключ Яндекс API. Используем Nominatim.
2026-02-26 12:37:32,341 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 12:37:33,170 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 12:37:33,485 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 12:37:33,985 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-26 12:43:11,700 [WARNING] urbanpulse — Яндекс reverse: 403 Forbidden
2026-02-26 12:43:11,702 [WARNING] urbanpulse — rev_ya вернул None для центра города. Проверьте ключ Яндекс API. Используем Nominatim.
2026-02-26 12:50:30,831 [INFO] urbanpulse — Не город: мыс Старицкого (0 зданий, 8.8км)
2026-02-26 12:50:31,347 [INFO] urbanpulse — Не город: мыс Басаргина (8 зданий, 9.0км)
2026-02-26 12:50:31,817 [INFO] urbanpulse — Не город: мыс Польза (1 зданий, 8.0км)
2026-02-26 12:50:32,328 [INFO] urbanpulse — Не город: мыс Елагина (9 зданий, 7.5км)
2026-02-26 12:50:33,329 [INFO] urbanpulse — Не город: мыс Безымянный (0 зданий, 6.5км)
2026-02-26 12:50:34,856 [INFO] urbanpulse — Не город: мыс Балка (0 зданий, 9.8км)
2026-02-26 12:50:36,865 [INFO] urbanpulse — Не город: мыс Новосильского (3 зданий, 6.6км)
2026-02-26 12:50:40,844 [INFO] urbanpulse — Не город: мыс Доронина (9 зданий, 8.7км)
2026-02-26 12:50:41,302 [INFO] urbanpulse — Не город: мыс Мушкетова (4 зданий, 12.0км)
2026-02-26 12:50:41,884 [INFO] urbanpulse — Не город: мыс 1-й Утёс (0 зданий, 7.5км)
2026-02-26 12:52:05,187 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 12:52:05,949 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 12:52:06,177 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 12:52:06,453 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-26 13:08:33,652 [INFO] WDM — ====== WebDriver manager ======
2026-02-26 13:08:34,553 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 13:08:34,881 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-26 13:08:35,186 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-26 13:29:20,881 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='query.wikidata.org', port=443): Read timed out. (read timeout=30)")': /sparql?query=SELECT+%3Fitem+%3FitemLabel+%3Fcoord+WHERE+%7B%0A++++++%3Fcity+rdfs%3Alabel+%22%D0%A1%D0%BE%D1%87%D0%B8%22%40ru+.%0A++++++%3Fcity+wdt%3AP31%2Fwdt%3AP279%2A+wd%3AQ515+.%0A++++++%3Fitem+wdt%3AP131%2B+%3Fcity+.%0A++++++%3Fitem+wdt%3AP31%2Fwdt%3AP279%2A+%3Ftype+.%0A++++++VALUES+%3Ftype+%7B+wd%3AQ123705+wd%3AQ2983893+wd%3AQ15715406%0A++++++++++++++++++++++wd%3AQ3957+wd%3AQ12813115+wd%3AQ19953632+wd%3AQ4286337+%7D%0A++++++OPTIONAL+%7B+%3Fitem+wdt%3AP625+%3Fcoord+.+%7D%0A++++++SERVICE+wikibase%3Alabel+%7B+bd%3AserviceParam+wikibase%3Alanguage+%22ru%2Cen%22+.+%7D%0A++++%7D+LIMIT+100&format=json
2026-02-26 13:29:22,909 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='query.wikidata.org', port=443): Failed to resolve 'query.wikidata.org' ([Errno 8] nodename nor servname provided, or not known)")': /sparql?query=SELECT+%3Fitem+%3FitemLabel+%3Fcoord+WHERE+%7B%0A++++++%3Fcity+rdfs%3Alabel+%22%D0%A1%D0%BE%D1%87%D0%B8%22%40ru+.%0A++++++%3Fcity+wdt%3AP31%2Fwdt%3AP279%2A+wd%3AQ515+.%0A++++++%3Fitem+wdt%3AP131%2B+%3Fcity+.%0A++++++%3Fitem+wdt%3AP31%2Fwdt%3AP279%2A+%3Ftype+.%0A++++++VALUES+%3Ftype+%7B+wd%3AQ123705+wd%3AQ2983893+wd%3AQ15715406%0A++++++++++++++++++++++wd%3AQ3957+wd%3AQ12813115+wd%3AQ19953632+wd%3AQ4286337+%7D%0A++++++OPTIONAL+%7B+%3Fitem+wdt%3AP625+%3Fcoord+.+%7D%0A++++++SERVICE+wikibase%3Alabel+%7B+bd%3AserviceParam+wikibase%3Alanguage+%22ru%2Cen%22+.+%7D%0A++++%7D+LIMIT+100&format=json
2026-02-26 13:29:26,925 [WARNING] urllib3.connectionpool — Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='query.wikidata.org', port=443): Failed to resolve 'query.wikidata.org' ([Errno 8] nodename nor servname provided, or not known)")': /sparql?query=SELECT+%3Fitem+%3FitemLabel+%3Fcoord+WHERE+%7B%0A++++++%3Fcity+rdfs%3Alabel+%22%D0%A1%D0%BE%D1%87%D0%B8%22%40ru+.%0A++++++%3Fcity+wdt%3AP31%2Fwdt%3AP279%2A+wd%3AQ515+.%0A++++++%3Fitem+wdt%3AP131%2B+%3Fcity+.%0A++++++%3Fitem+wdt%3AP31%2Fwdt%3AP279%2A+%3Ftype+.%0A++++++VALUES+%3Ftype+%7B+wd%3AQ123705+wd%3AQ2983893+wd%3AQ15715406%0A++++++++++++++++++++++wd%3AQ3957+wd%3AQ12813115+wd%3AQ19953632+wd%3AQ4286337+%7D%0A++++++OPTIONAL+%7B+%3Fitem+wdt%3AP625+%3Fcoord+.+%7D%0A++++++SERVICE+wikibase%3Alabel+%7B+bd%3AserviceParam+wikibase%3Alanguage+%22ru%2Cen%22+.+%7D%0A++++%7D+LIMIT+100&format=json
2026-02-26 13:33:59,000 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='maps.mail.ru', port=443): Read timed out. (read timeout=45)")': /osm/tools/overpass/api/interpreter
2026-02-26 13:41:02,010 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='maps.mail.ru', port=443): Failed to resolve 'maps.mail.ru' ([Errno 8] nodename nor servname provided, or not known)")': /osm/tools/overpass/api/interpreter
2026-02-26 13:41:06,028 [WARNING] urllib3.connectionpool — Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='maps.mail.ru', port=443): Failed to resolve 'maps.mail.ru' ([Errno 8] nodename nor servname provided, or not known)")': /osm/tools/overpass/api/interpreter
2026-02-26 13:41:06,060 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='overpass.openstreetmap.ru', port=443): Failed to resolve 'overpass.openstreetmap.ru' ([Errno 8] nodename nor servname provided, or not known)")': /api/interpreter
2026-02-26 13:41:08,063 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='overpass.openstreetmap.ru', port=443): Failed to resolve 'overpass.openstreetmap.ru' ([Errno 8] nodename nor servname provided, or not known)")': /api/interpreter
